timestep	evaders	pursuers	evader_capture_status
235	[[10, 25], [5, 8], [26, 33], [9, 30], [14, 18], [30, 37], [20, 20], [10, 16], [16, 24], [24, 8], [18, 14], [1, 3], [23, 4], [17, 5], [16, 9], [7, 27], [32, 11], [7, 11], [35, 5], [20, 29], [12, 10], [15, 30], [24, 12], [4, 23], [30, 5], [24, 39], [25, 39], [15, 38], [0, 37], [17, 39]]	[[29, 37], [3, 4], [26, 34], [25, 39], [4, 35], [29, 37], [1, 35], [9, 37]]	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1]
236	[[11, 25], [5, 7], [26, 32], [10, 30], [15, 18], [31, 37], [20, 19], [11, 16], [16, 25], [25, 8], [18, 13], [2, 3], [23, 5], [17, 4], [16, 10], [7, 26], [32, 10], [8, 11], [34, 5], [20, 28], [12, 9], [14, 30], [24, 13], [5, 23], [29, 5], [24, 39], [25, 39], [15, 38], [0, 37], [17, 39]]	[[30, 37], [2, 4], [26, 33], [26, 39], [4, 34], [30, 37], [1, 36], [8, 37]]	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1]
237	[[11, 24], [5, 6], [26, 31], [9, 30], [15, 19], [32, 37], [21, 19], [12, 16], [16, 24], [25, 7], [19, 13], [3, 3], [23, 4], [17, 5], [16, 9], [8, 26], [32, 11], [7, 11], [33, 5], [20, 29], [11, 9], [15, 30], [23, 13], [5, 22], [29, 6], [24, 39], [25, 39], [15, 38], [0, 37], [17, 39]]	[[31, 37], [2, 3], [26, 32], [27, 39], [4, 33], [31, 37], [1, 37], [8, 38]]	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1]
238	[[12, 24], [6, 6], [27, 31], [10, 30], [15, 18], [33, 37], [21, 20], [12, 15], [17, 24], [25, 8], [18, 13], [4, 3], [23, 5], [18, 5], [15, 9], [7, 26], [33, 11], [7, 12], [33, 4], [20, 28], [12, 9], [14, 30], [24, 13], [4, 22], [29, 5], [24, 39], [25, 39], [15, 38], [0, 37], [17, 39]]	[[32, 37], [3, 3], [26, 31], [28, 39], [5, 33], [32, 37], [1, 38], [9, 38]]	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1]
239	[[11, 24], [7, 6], [27, 32], [9, 30], [16, 18], [34, 37], [20, 20], [11, 15], [17, 23], [25, 7], [18, 13], [4, 4], [24, 5], [18, 4], [16, 9], [6, 26], [32, 11], [7, 13], [33, 5], [20, 29], [11, 9], [15, 30], [23, 13], [5, 22], [28, 5], [24, 39], [25, 39], [15, 38], [0, 37], [17, 39]]	[[33, 37], [4, 3], [27, 31], [29, 39], [5, 32], [33, 37], [2, 38], [10, 38]]	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1]
240	[[10, 24], [8, 6], [27, 33], [10, 30], [16, 17], [35, 37], [21, 20], [11, 16], [18, 23], [26, 7], [19, 13], [4, 5], [23, 5], [18, 5], [16, 8], [6, 25], [31, 11], [6, 13], [33, 4], [21, 29], [10, 9], [14, 30], [23, 12], [4, 22], [29, 5], [24, 39], [25, 39], [15, 38], [0, 37], [17, 39]]	[[34, 37], [4, 4], [27, 32], [30, 39], [6, 32], [34, 37], [3, 38], [11, 38]]	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1]
241	[[11, 24], [9, 6], [27, 34], [10, 29], [17, 17], [35, 38], [22, 20], [10, 16], [18, 24], [27, 7], [19, 12], [4, 6], [22, 5], [18, 4], [16, 9], [6, 24], [30, 11], [6, 14], [33, 5], [20, 29], [11, 9], [15, 30], [24, 12], [5, 22], [29, 4], [24, 39], [25, 39], [15, 38], [0, 37], [17, 39]]	[[35, 37], [4, 5], [27, 33], [31, 39], [7, 32], [35, 37], [4, 38], [11, 37]]	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1]
242	[[11, 23], [10, 6], [27, 35], [10, 28], [17, 18], [34, 38], [22, 21], [10, 17], [17, 24], [26, 7], [18, 12], [4, 7], [22, 6], [18, 5], [16, 8], [6, 25], [30, 12], [6, 13], [34, 5], [20, 28], [12, 9], [15, 31], [24, 11], [4, 22], [29, 5], [24, 39], [25, 39], [15, 38], [0, 37], [17, 39]]	[[35, 38], [4, 6], [27, 34], [32, 39], [8, 32], [35, 38], [5, 38], [10, 37]]	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1]
243	[[10, 23], [10, 5], [26, 35], [11, 28], [17, 19], [34, 37], [21, 21], [10, 18], [17, 23], [26, 8], [19, 12], [4, 8], [21, 6], [18, 4], [15, 8], [7, 25], [30, 13], [5, 13], [34, 4], [20, 29], [12, 8], [15, 30], [24, 12], [5, 22], [30, 5], [24, 39], [25, 39], [15, 38], [0, 37], [17, 39]]	[[34, 38], [4, 7], [27, 35], [33, 39], [8, 31], [34, 38], [5, 37], [9, 37]]	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1]
244	[[11, 23], [9, 5], [26, 34], [12, 28], [17, 18], [35, 37], [22, 21], [9, 18], [17, 24], [25, 8], [19, 13], [4, 9], [21, 7], [18, 5], [15, 7], [7, 24], [31, 13], [6, 13], [34, 5], [20, 28], [12, 9], [15, 31], [23, 12], [5, 21], [29, 5], [24, 39], [25, 39], [15, 38], [0, 37], [17, 39]]	[[34, 37], [4, 8], [26, 35], [32, 39], [9, 31], [34, 37], [4, 37], [9, 36]]	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1]
245	[[11, 22], [9, 4], [27, 34], [11, 28], [17, 19], [35, 38], [23, 21], [10, 18], [16, 24], [26, 8], [19, 12], [4, 10], [21, 6], [18, 4], [16, 7], [7, 23], [31, 12], [7, 13], [35, 5], [19, 28], [12, 10], [16, 31], [24, 12], [5, 20], [29, 6], [24, 39], [25, 39], [15, 38], [0, 37], [17, 39]]	[[35, 37], [4, 9], [26, 34], [33, 39], [10, 31], [35, 37], [3, 37], [8, 36]]	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1]
246	[[12, 22], [9, 5], [27, 35], [11, 27], [16, 19], [34, 38], [23, 22], [11, 18], [15, 24], [25, 8], [19, 13], [4, 11], [22, 6], [17, 4], [15, 7], [7, 22], [30, 12], [8, 13], [34, 5], [20, 28], [12, 9], [16, 32], [24, 13], [4, 20], [30, 6], [24, 39], [25, 39], [15, 38], [0, 37], [17, 39]]	[[35, 38], [4, 10], [27, 34], [34, 39], [11, 31], [35, 38], [4, 37], [7, 36]]	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1]
247	[[11, 22], [9, 4], [27, 36], [10, 27], [17, 19], [34, 37], [24, 22], [11, 17], [15, 25], [26, 8], [18, 13], [4, 12], [21, 6], [17, 5], [15, 8], [7, 23], [29, 12], [9, 13], [35, 5], [19, 28], [12, 8], [17, 32], [23, 13], [5, 20], [30, 5], [24, 39], [25, 39], [15, 38], [0, 37], [17, 39]]	[[34, 38], [4, 11], [27, 35], [33, 39], [11, 30], [34, 38], [3, 37], [6, 36]]	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1]
248	[[11, 21], [9, 5], [27, 37], [9, 27], [17, 20], [35, 37], [23, 22], [11, 18], [16, 25], [25, 8], [18, 14], [4, 13], [22, 6], [17, 4], [15, 9], [7, 22], [29, 13], [10, 13], [34, 5], [20, 28], [11, 8], [16, 32], [22, 13], [5, 19], [30, 6], [24, 39], [25, 39], [15, 38], [0, 37], [17, 39]]	[[34, 37], [4, 12], [27, 36], [32, 39], [11, 29], [34, 37], [3, 38], [5, 36]]	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1]
249	[[12, 21], [9, 4], [26, 37], [9, 26], [16, 20], [35, 38], [22, 22], [12, 18], [17, 25], [26, 8], [19, 14], [4, 14], [21, 6], [17, 5], [15, 10], [6, 22], [30, 13], [9, 13], [35, 5], [21, 28], [11, 9], [16, 33], [23, 13], [4, 19], [30, 7], [24, 39], [25, 39], [15, 38], [0, 37], [17, 39]]	[[35, 37], [4, 13], [27, 37], [33, 39], [11, 28], [35, 37], [4, 38], [4, 36]]	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1]
250	[[13, 21], [9, 5], [26, 36], [9, 25], [16, 19], [34, 38], [21, 22], [12, 17], [16, 25], [26, 9], [18, 14], [4, 15], [20, 6], [16, 5], [16, 10], [6, 21], [30, 12], [10, 13], [34, 5], [22, 28], [10, 9], [17, 33], [24, 13], [5, 19], [30, 6], [24, 39], [25, 39], [15, 38], [0, 37], [17, 39]]	[[35, 38], [4, 14], [26, 37], [34, 39], [11, 27], [35, 38], [4, 39], [4, 35]]	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1]
251	[[12, 21], [8, 5], [27, 36], [8, 25], [16, 20], [34, 37], [22, 22], [12, 18], [16, 24], [26, 8], [19, 14], [4, 16], [20, 7], [16, 6], [15, 10], [7, 21], [31, 12], [9, 13], [35, 5], [21, 28], [11, 9], [18, 33], [24, 14], [5, 18], [30, 5], [24, 39], [25, 39], [15, 38], [0, 37], [17, 39]]	[[34, 38], [4, 15], [26, 36], [33, 39], [11, 26], [34, 38], [5, 39], [4, 34]]	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1]
252	[[12, 20], [7, 5], [28, 36], [7, 25], [16, 19], [35, 37], [22, 21], [13, 18], [17, 24], [26, 9], [19, 15], [4, 17], [20, 6], [16, 5], [16, 10], [8, 21], [30, 12], [8, 13], [34, 5], [20, 28], [10, 9], [18, 34], [24, 13], [6, 18], [30, 6], [24, 39], [25, 39], [15, 38], [0, 37], [17, 39]]	[[34, 37], [4, 16], [27, 36], [32, 39], [11, 25], [34, 37], [6, 39], [5, 34]]	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1]
253	[[13, 20], [6, 5], [28, 37], [7, 26], [17, 19], [35, 38], [22, 20], [13, 17], [16, 24], [26, 8], [20, 15], [4, 18], [20, 7], [16, 4], [17, 10], [8, 20], [31, 12], [7, 13], [35, 5], [20, 29], [11, 9], [18, 35], [24, 14], [7, 18], [30, 5], [24, 39], [25, 39], [15, 38], [0, 37], [17, 39]]	[[35, 37], [4, 17], [28, 36], [33, 39], [11, 24], [35, 37], [7, 39], [6, 34]]	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1]
254	[[13, 19], [7, 5], [27, 37], [6, 26], [17, 18], [34, 38], [22, 19], [12, 17], [15, 24], [25, 8], [20, 14], [4, 19], [21, 7], [16, 5], [16, 10], [9, 20], [30, 12], [8, 13], [34, 5], [20, 28], [10, 9], [18, 34], [24, 13], [7, 17], [30, 6], [24, 39], [25, 39], [15, 38], [0, 37], [17, 39]]	[[35, 38], [4, 18], [28, 37], [34, 39], [11, 23], [35, 38], [8, 39], [7, 34]]	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1]
255	[[14, 19], [6, 5], [27, 36], [5, 26], [18, 18], [34, 37], [23, 19], [12, 16], [16, 24], [26, 8], [19, 14], [4, 20], [20, 7], [15, 5], [16, 9], [9, 19], [29, 12], [9, 13], [34, 4], [19, 28], [11, 9], [18, 35], [24, 12], [8, 17], [30, 7], [24, 39], [25, 39], [15, 38], [0, 37], [17, 39]]	[[34, 38], [4, 19], [27, 37], [33, 39], [12, 23], [34, 38], [9, 39], [7, 33]]	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1]
256	[[14, 18], [5, 5], [28, 36], [5, 26], [19, 18], [35, 37], [24, 19], [13, 16], [16, 23], [26, 7], [20, 14], [4, 21], [19, 7], [14, 5], [17, 9], [10, 19], [29, 11], [8, 13], [34, 5], [19, 29], [10, 9], [18, 34], [23, 12], [8, 16], [30, 6], [24, 39], [25, 39], [15, 38], [0, 37], [17, 39]]	[[34, 37], [4, 20], [27, 36], [32, 39], [13, 23], [34, 37], [10, 39], [7, 34]]	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1]
257	[[15, 18], [4, 5], [28, 37], [6, 26], [20, 18], [35, 38], [25, 19], [13, 15], [16, 22], [26, 6], [20, 15], [4, 22], [18, 7], [13, 5], [16, 9], [9, 19], [28, 11], [8, 14], [34, 4], [18, 29], [9, 9], [17, 34], [24, 12], [8, 15], [30, 5], [24, 39], [25, 39], [15, 38], [0, 37], [17, 39]]	[[35, 37], [4, 21], [28, 36], [33, 39], [14, 23], [35, 37], [11, 39], [6, 34]]	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1]
258	[[16, 18], [5, 5], [29, 37], [6, 27], [20, 17], [34, 38], [24, 19], [13, 14], [17, 22], [25, 6], [20, 14], [5, 22], [18, 6], [12, 5], [16, 10], [10, 19], [28, 10], [8, 13], [34, 5], [17, 29], [8, 9], [16, 34], [24, 11], [8, 16], [30, 4], [24, 39], [25, 39], [15, 38], [0, 37], [17, 39]]	[[35, 38], [4, 22], [28, 37], [34, 39], [15, 23], [35, 38], [12, 39], [6, 33]]	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1]
259	[[15, 18], [4, 5], [29, 38], [6, 28], [21, 17], [34, 37], [25, 19], [14, 14], [17, 21], [24, 6], [20, 15], [5, 23], [19, 6], [12, 6], [15, 10], [10, 18], [28, 9], [9, 13], [35, 5], [16, 29], [7, 9], [17, 34], [23, 11], [7, 16], [30, 5], [24, 39], [25, 39], [15, 38], [0, 37], [17, 39]]	[[34, 38], [5, 22], [29, 37], [33, 39], [16, 23], [34, 38], [13, 39], [5, 33]]	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1]
260	[[15, 17], [5, 5], [28, 38], [7, 28], [22, 17], [35, 37], [25, 20], [15, 14], [18, 21], [24, 5], [20, 14], [5, 24], [19, 7], [12, 5], [15, 11], [11, 18], [28, 10], [9, 12], [34, 5], [16, 30], [6, 9], [18, 34], [23, 10], [6, 16], [31, 5], [24, 39], [25, 39], [15, 38], [0, 37], [17, 39]]	[[34, 37], [5, 23], [29, 38], [32, 39], [16, 22], [34, 37], [14, 39], [5, 32]]	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1]
261	[[15, 16], [4, 5], [27, 38], [8, 28], [21, 17], [35, 38], [26, 20], [14, 14], [19, 21], [23, 5], [20, 13], [5, 25], [19, 6], [11, 5], [15, 10], [11, 17], [28, 9], [9, 11], [35, 5], [15, 30], [6, 8], [19, 34], [24, 10], [5, 16], [31, 6], [24, 39], [25, 39], [15, 38], [0, 37], [17, 39]]	[[35, 37], [5, 24], [28, 38], [33, 39], [17, 22], [35, 37], [15, 39], [6, 32]]	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1]
262	[[16, 16], [5, 5], [26, 38], [9, 28], [22, 17], [34, 38], [27, 20], [15, 14], [19, 20], [23, 4], [21, 13], [5, 26], [18, 6], [11, 6], [15, 9], [10, 17], [28, 8], [9, 12], [34, 5], [14, 30], [5, 8], [20, 34], [23, 10], [6, 16], [32, 6], [24, 39], [25, 39], [15, 38], [0, 37], [17, 39]]	[[35, 38], [5, 25], [27, 38], [34, 39], [18, 22], [35, 38], [16, 39], [7, 32]]	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1]
263	[[17, 16], [6, 5], [25, 38], [10, 28], [23, 17], [34, 37], [26, 20], [15, 13], [19, 19], [23, 5], [20, 13], [5, 27], [19, 6], [10, 6], [15, 10], [11, 17], [27, 8], [9, 11], [35, 5], [13, 30], [5, 9], [21, 34], [22, 10], [6, 17], [31, 6], [24, 39], [25, 39], [15, 38], [0, 37], [17, 39]]	[[34, 38], [5, 26], [26, 38], [33, 39], [18, 21], [34, 38], [17, 39], [8, 32]]	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1]
264	[[17, 15], [5, 5], [24, 38], [11, 28], [23, 16], [35, 37], [27, 20], [15, 14], [19, 18], [23, 4], [21, 13], [5, 28], [19, 5], [10, 5], [15, 9], [11, 16], [28, 8], [10, 11], [34, 5], [14, 30], [6, 9], [21, 33], [22, 9], [6, 18], [31, 5], [24, 39], [25, 39], [15, 38], [0, 37], [17, 39]]	[[34, 37], [5, 27], [25, 38], [32, 39], [18, 20], [34, 37], [18, 39], [8, 31]]	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1]
265	[[17, 14], [4, 5], [24, 37], [10, 28], [24, 16], [35, 38], [27, 21], [15, 13], [20, 18], [24, 4], [21, 12], [5, 29], [19, 4], [10, 4], [15, 10], [12, 16], [27, 8], [10, 12], [34, 6], [15, 30], [7, 9], [21, 32], [22, 8], [6, 19], [30, 5], [24, 39], [25, 39], [15, 38], [0, 37], [17, 39]]	[[35, 37], [5, 28], [24, 38], [33, 39], [18, 19], [35, 37], [19, 39], [9, 31]]	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1]
266	[[18, 14], [5, 5], [25, 37], [10, 27], [24, 15], [34, 38], [28, 21], [16, 13], [20, 17], [24, 5], [22, 12], [5, 30], [19, 5], [10, 5], [15, 9], [12, 17], [27, 7], [10, 11], [35, 6], [14, 30], [6, 9], [20, 32], [22, 9], [5, 19], [30, 6], [24, 39], [25, 39], [15, 38], [0, 37], [17, 39]]	[[35, 38], [5, 29], [24, 37], [34, 39], [19, 19], [35, 38], [20, 39], [10, 31]]	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1]
267	[[19, 14], [4, 5], [26, 37], [10, 26], [25, 15], [34, 37], [28, 22], [16, 12], [20, 16], [24, 4], [21, 12], [5, 31], [18, 5], [10, 4], [14, 9], [11, 17], [28, 7], [10, 12], [34, 6], [14, 29], [7, 9], [20, 31], [23, 9], [4, 19], [31, 6], [24, 39], [25, 39], [15, 38], [0, 37], [17, 39]]	[[34, 38], [5, 30], [25, 37], [33, 39], [19, 18], [34, 38], [21, 39], [10, 30]]	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1]
268	[[19, 13], [5, 5], [27, 37], [10, 25], [26, 15], [35, 37], [28, 23], [15, 12], [21, 16], [24, 5], [22, 12], [5, 32], [17, 5], [10, 5], [13, 9], [12, 17], [27, 7], [11, 12], [34, 5], [15, 29], [6, 9], [20, 32], [23, 8], [5, 19], [32, 6], [24, 39], [25, 39], [15, 38], [0, 37], [17, 39]]	[[34, 37], [5, 31], [26, 37], [32, 39], [19, 17], [34, 37], [22, 39], [10, 29]]	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1]
269	[[19, 12], [5, 6], [28, 37], [9, 25], [27, 15], [35, 38], [27, 23], [16, 12], [22, 16], [23, 5], [23, 12], [5, 33], [17, 4], [10, 4], [13, 8], [13, 17], [28, 7], [10, 12], [34, 6], [15, 28], [6, 10], [20, 33], [22, 8], [4, 19], [31, 6], [24, 39], [25, 39], [15, 38], [0, 37], [17, 39]]	[[35, 37], [5, 32], [27, 37], [33, 39], [20, 17], [35, 37], [23, 39], [10, 28]]	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1]
270	[[19, 11], [4, 6], [29, 37], [8, 25], [28, 15], [34, 38], [27, 24], [16, 13], [23, 16], [22, 5], [24, 12], [5, 34], [17, 5], [10, 5], [13, 7], [14, 17], [27, 7], [11, 12], [35, 6], [15, 27], [5, 10], [19, 33], [21, 8], [5, 19], [31, 5], [24, 39], [25, 39], [15, 38], [0, 37], [17, 39]]	[[35, 38], [5, 33], [28, 37], [34, 39], [21, 17], [35, 38], [24, 39], [10, 27]]	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1]
271	[[19, 12], [5, 6], [29, 36], [7, 25], [29, 15], [34, 37], [26, 24], [16, 12], [24, 16], [22, 4], [25, 12], [5, 35], [17, 4], [9, 5], [14, 7], [14, 18], [27, 8], [10, 12], [34, 6], [16, 27], [6, 10], [18, 33], [22, 8], [4, 19], [30, 5], [24, 39], [25, 39], [15, 38], [0, 37], [17, 39]]	[[34, 38], [5, 34], [29, 37], [33, 39], [22, 17], [34, 38], [25, 39], [10, 26]]	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1]
272	[[20, 12], [4, 6], [29, 35], [6, 25], [30, 15], [35, 37], [26, 23], [16, 11], [25, 16], [21, 4], [25, 13], [5, 36], [17, 5], [10, 5], [13, 7], [14, 19], [26, 8], [11, 12], [34, 5], [16, 28], [7, 10], [18, 34], [21, 8], [5, 19], [30, 6], [24, 39], [25, 39], [15, 38], [0, 37], [17, 39]]	[[34, 37], [5, 35], [29, 36], [32, 39], [23, 17], [34, 37], [26, 39], [9, 26]]	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1]
273	[[20, 13], [5, 6], [29, 34], [5, 25], [30, 14], [35, 38], [26, 24], [16, 10], [26, 16], [21, 5], [25, 12], [5, 37], [17, 4], [9, 5], [12, 7], [15, 19], [25, 8], [11, 13], [34, 4], [16, 29], [8, 10], [17, 34], [22, 8], [4, 19], [30, 5], [24, 39], [25, 39], [15, 38], [0, 37], [17, 39]]	[[35, 37], [5, 36], [29, 35], [33, 39], [24, 17], [35, 37], [27, 39], [8, 26]]	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1]
274	[[19, 13], [4, 6], [29, 33], [4, 25], [29, 14], [34, 38], [25, 24], [16, 9], [27, 16], [20, 5], [26, 12], [6, 37], [17, 5], [9, 4], [13, 7], [14, 19], [25, 7], [12, 13], [34, 5], [15, 29], [7, 10], [18, 34], [21, 8], [5, 19], [30, 4], [24, 39], [25, 39], [15, 38], [0, 37], [17, 39]]	[[35, 38], [5, 37], [29, 34], [34, 39], [25, 17], [35, 38], [28, 39], [7, 26]]	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1]
275	[[18, 13], [5, 6], [30, 33], [4, 24], [30, 14], [33, 38], [24, 24], [17, 9], [28, 16], [20, 4], [25, 12], [7, 37], [17, 4], [9, 5], [12, 7], [14, 20], [25, 6], [12, 14], [35, 5], [14, 29], [7, 11], [18, 35], [22, 8], [4, 19], [30, 5], [24, 39], [25, 39], [15, 38], [0, 37], [17, 39]]	[[34, 38], [6, 37], [29, 33], [33, 39], [26, 17], [34, 38], [29, 39], [6, 26]]	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1]
276	[[19, 13], [4, 6], [30, 34], [4, 23], [31, 14], [33, 37], [23, 24], [16, 9], [29, 16], [20, 5], [25, 11], [8, 37], [17, 5], [8, 5], [13, 7], [13, 20], [24, 6], [13, 14], [34, 5], [13, 29], [7, 10], [18, 34], [22, 7], [5, 19], [31, 5], [24, 39], [25, 39], [15, 38], [0, 37], [17, 39]]	[[33, 38], [7, 37], [30, 33], [32, 39], [27, 17], [33, 38], [30, 39], [6, 25]]	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1]
