timestep	evaders	pursuers	evader_capture_status
394	[[4, 8], [4, 11], [34, 34], [0, 18], [19, 11], [14, 28], [11, 29], [12, 22], [36, 29], [28, 30], [16, 37], [5, 24], [11, 26], [8, 12], [3, 20], [7, 25], [11, 11], [19, 27], [5, 21], [5, 28], [11, 8], [16, 9], [4, 5], [11, 3], [15, 24], [26, 4], [32, 33], [29, 35], [11, 35], [36, 38]]	[[28, 35], [3, 19], [10, 35], [27, 4], [35, 29], [0, 17], [15, 37], [12, 3]]	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1]
395	[[5, 8], [5, 11], [35, 34], [0, 19], [20, 11], [15, 28], [12, 29], [11, 22], [36, 28], [29, 30], [17, 37], [4, 24], [10, 26], [9, 12], [3, 21], [8, 25], [12, 11], [18, 27], [6, 21], [5, 29], [10, 8], [15, 9], [4, 4], [10, 3], [16, 24], [25, 4], [32, 32], [30, 35], [12, 35], [36, 38]]	[[29, 35], [3, 20], [11, 35], [26, 4], [36, 29], [0, 18], [16, 37], [11, 3]]	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1]
396	[[4, 8], [6, 11], [34, 34], [0, 20], [19, 11], [14, 28], [13, 29], [12, 22], [36, 27], [29, 29], [18, 37], [4, 25], [10, 27], [8, 12], [3, 22], [7, 25], [13, 11], [19, 27], [7, 21], [6, 29], [10, 9], [16, 9], [4, 5], [9, 3], [15, 24], [24, 4], [31, 32], [31, 35], [13, 35], [36, 38]]	[[30, 35], [3, 21], [12, 35], [25, 4], [36, 28], [0, 19], [17, 37], [10, 3]]	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1]
397	[[5, 8], [5, 11], [35, 34], [0, 21], [19, 12], [15, 28], [13, 30], [11, 22], [36, 26], [29, 30], [19, 37], [4, 26], [11, 27], [9, 12], [3, 23], [8, 25], [14, 11], [18, 27], [7, 20], [5, 29], [9, 9], [16, 8], [5, 5], [8, 3], [16, 24], [23, 4], [32, 32], [32, 35], [14, 35], [36, 38]]	[[31, 35], [3, 22], [13, 35], [24, 4], [36, 27], [0, 20], [18, 37], [9, 3]]	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1]
398	[[4, 8], [4, 11], [35, 33], [0, 22], [18, 12], [15, 27], [13, 29], [12, 22], [36, 25], [28, 30], [20, 37], [5, 26], [11, 26], [10, 12], [3, 24], [7, 25], [13, 11], [19, 27], [8, 20], [6, 29], [8, 9], [15, 8], [5, 6], [7, 3], [16, 25], [22, 4], [31, 32], [33, 35], [15, 35], [36, 38]]	[[32, 35], [3, 23], [14, 35], [23, 4], [36, 26], [0, 21], [19, 37], [8, 3]]	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1]
399	[[4, 7], [5, 11], [35, 32], [0, 23], [17, 12], [15, 28], [14, 29], [12, 23], [36, 24], [27, 30], [21, 37], [5, 27], [10, 26], [10, 13], [3, 25], [8, 25], [12, 11], [20, 27], [7, 20], [7, 29], [9, 9], [14, 8], [4, 6], [6, 3], [15, 25], [21, 4], [30, 32], [34, 35], [16, 35], [36, 38]]	[[33, 35], [3, 24], [15, 35], [22, 4], [36, 25], [0, 22], [20, 37], [7, 3]]	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1]
400	[[4, 8], [6, 11], [35, 31], [0, 24], [16, 12], [16, 28], [13, 29], [11, 23], [36, 23], [26, 30], [22, 37], [6, 27], [11, 26], [9, 13], [3, 26], [9, 25], [13, 11], [19, 27], [8, 20], [8, 29], [8, 9], [15, 8], [5, 6], [5, 3], [16, 25], [20, 4], [31, 32], [35, 35], [17, 35], [36, 38]]	[[34, 35], [3, 25], [16, 35], [21, 4], [36, 24], [0, 23], [21, 37], [6, 3]]	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1]
401	[[4, 9], [5, 11], [35, 30], [0, 25], [16, 13], [15, 28], [14, 29], [12, 23], [36, 22], [27, 30], [23, 37], [6, 28], [12, 26], [9, 14], [3, 27], [8, 25], [12, 11], [20, 27], [7, 20], [8, 30], [9, 9], [14, 8], [6, 6], [4, 3], [15, 25], [19, 4], [30, 32], [36, 35], [18, 35], [36, 38]]	[[35, 35], [3, 26], [17, 35], [20, 4], [36, 23], [0, 24], [22, 37], [5, 3]]	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1]
402	[[5, 9], [6, 11], [34, 30], [0, 26], [17, 13], [16, 28], [13, 29], [11, 23], [36, 21], [26, 30], [24, 37], [6, 29], [12, 27], [9, 13], [3, 28], [7, 25], [12, 12], [19, 27], [6, 20], [8, 31], [10, 9], [13, 8], [7, 6], [3, 3], [16, 25], [18, 4], [30, 31], [36, 34], [19, 35], [36, 38]]	[[36, 35], [3, 27], [18, 35], [19, 4], [36, 22], [0, 25], [23, 37], [4, 3]]	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1]
403	[[4, 9], [7, 11], [34, 29], [0, 27], [17, 14], [15, 28], [13, 30], [10, 23], [36, 20], [25, 30], [25, 37], [6, 30], [11, 27], [9, 12], [3, 29], [8, 25], [12, 11], [20, 27], [6, 19], [9, 31], [10, 10], [14, 8], [6, 6], [2, 3], [15, 25], [17, 4], [29, 31], [36, 33], [20, 35], [36, 38]]	[[36, 34], [3, 28], [19, 35], [18, 4], [36, 21], [0, 26], [24, 37], [3, 3]]	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1]
404	[[4, 8], [6, 11], [33, 29], [0, 28], [16, 14], [16, 28], [12, 30], [11, 23], [36, 19], [24, 30], [26, 37], [7, 30], [12, 27], [9, 13], [3, 30], [8, 26], [13, 11], [19, 27], [7, 19], [9, 32], [10, 9], [13, 8], [6, 7], [1, 3], [15, 24], [16, 4], [30, 31], [36, 32], [21, 35], [36, 38]]	[[36, 33], [3, 29], [20, 35], [17, 4], [36, 20], [0, 27], [25, 37], [2, 3]]	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1]
405	[[4, 9], [7, 11], [33, 28], [0, 29], [15, 14], [16, 29], [13, 30], [10, 23], [36, 18], [23, 30], [27, 37], [8, 30], [11, 27], [9, 12], [3, 31], [8, 25], [14, 11], [19, 26], [8, 19], [10, 32], [10, 10], [14, 8], [7, 7], [0, 3], [16, 24], [15, 4], [31, 31], [36, 31], [22, 35], [36, 38]]	[[36, 32], [3, 30], [21, 35], [16, 4], [36, 19], [0, 28], [26, 37], [1, 3]]	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1]
406	[[5, 9], [7, 12], [33, 27], [0, 30], [15, 15], [16, 28], [12, 30], [11, 23], [36, 17], [23, 29], [28, 37], [8, 29], [12, 27], [9, 13], [3, 32], [7, 25], [15, 11], [20, 26], [7, 19], [11, 32], [11, 10], [13, 8], [7, 6], [0, 4], [15, 24], [14, 4], [30, 31], [36, 30], [23, 35], [36, 38]]	[[36, 31], [3, 31], [22, 35], [15, 4], [36, 18], [0, 29], [27, 37], [0, 3]]	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1]
407	[[5, 10], [6, 12], [32, 27], [0, 31], [15, 16], [15, 28], [13, 30], [12, 23], [36, 16], [24, 29], [29, 37], [9, 29], [11, 27], [10, 13], [3, 33], [8, 25], [16, 11], [19, 26], [7, 18], [11, 33], [10, 10], [12, 8], [8, 6], [0, 5], [14, 24], [13, 4], [31, 31], [36, 29], [24, 35], [36, 38]]	[[36, 30], [3, 32], [23, 35], [14, 4], [36, 17], [0, 30], [28, 37], [0, 4]]	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1]
408	[[5, 9], [7, 12], [32, 26], [0, 32], [14, 16], [16, 28], [12, 30], [11, 23], [36, 15], [23, 29], [30, 37], [8, 29], [11, 26], [9, 13], [3, 34], [7, 25], [15, 11], [18, 26], [8, 18], [10, 33], [10, 11], [13, 8], [7, 6], [0, 6], [15, 24], [12, 4], [30, 31], [36, 28], [25, 35], [36, 38]]	[[36, 29], [3, 33], [24, 35], [13, 4], [36, 16], [0, 31], [29, 37], [0, 5]]	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1]
409	[[5, 10], [6, 12], [31, 26], [0, 33], [13, 16], [16, 29], [11, 30], [11, 22], [36, 14], [22, 29], [31, 37], [8, 28], [12, 26], [10, 13], [3, 35], [6, 25], [16, 11], [19, 26], [7, 18], [9, 33], [10, 10], [13, 9], [8, 6], [0, 7], [14, 24], [11, 4], [29, 31], [36, 27], [26, 35], [36, 38]]	[[36, 28], [3, 34], [25, 35], [12, 4], [36, 15], [0, 32], [30, 37], [0, 6]]	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1]
410	[[5, 9], [7, 12], [30, 26], [0, 34], [13, 15], [15, 29], [10, 30], [10, 22], [36, 13], [21, 29], [32, 37], [7, 28], [12, 27], [9, 13], [3, 36], [7, 25], [16, 12], [18, 26], [8, 18], [8, 33], [10, 11], [12, 9], [7, 6], [0, 8], [15, 24], [10, 4], [29, 30], [36, 26], [27, 35], [36, 38]]	[[36, 27], [3, 35], [26, 35], [11, 4], [36, 14], [0, 33], [31, 37], [0, 7]]	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1]
411	[[6, 9], [6, 12], [30, 25], [0, 35], [12, 15], [15, 28], [10, 31], [10, 23], [36, 12], [20, 29], [33, 37], [6, 28], [11, 27], [10, 13], [3, 37], [6, 25], [15, 12], [18, 26], [8, 17], [9, 33], [9, 11], [11, 9], [6, 6], [0, 9], [14, 24], [9, 4], [28, 30], [36, 25], [28, 35], [36, 38]]	[[36, 26], [3, 36], [27, 35], [10, 4], [36, 13], [0, 34], [32, 37], [0, 8]]	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1]
412	[[5, 9], [6, 11], [31, 25], [0, 36], [12, 16], [14, 28], [10, 30], [10, 24], [36, 11], [21, 29], [34, 37], [7, 28], [10, 27], [11, 13], [4, 37], [6, 24], [14, 12], [19, 26], [7, 17], [9, 34], [9, 10], [12, 9], [5, 6], [0, 10], [13, 24], [8, 4], [28, 29], [36, 24], [29, 35], [36, 38]]	[[36, 25], [3, 37], [28, 35], [9, 4], [36, 12], [0, 35], [33, 37], [0, 9]]	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1]
413	[[6, 9], [6, 12], [30, 25], [0, 37], [12, 17], [15, 28], [11, 30], [9, 24], [36, 10], [22, 29], [35, 37], [7, 29], [10, 26], [10, 13], [5, 37], [7, 24], [15, 12], [18, 26], [8, 17], [8, 34], [9, 9], [12, 8], [5, 7], [0, 11], [14, 24], [7, 4], [29, 29], [36, 23], [30, 35], [36, 38]]	[[36, 24], [4, 37], [29, 35], [8, 4], [36, 11], [0, 36], [34, 37], [0, 10]]	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1]
414	[[6, 10], [5, 12], [31, 25], [1, 37], [13, 17], [15, 29], [11, 31], [10, 24], [36, 9], [21, 29], [35, 36], [7, 28], [11, 26], [11, 13], [6, 37], [6, 24], [14, 12], [19, 26], [7, 17], [9, 34], [9, 10], [13, 8], [4, 7], [0, 12], [15, 24], [6, 4], [30, 29], [36, 22], [31, 35], [36, 38]]	[[36, 23], [5, 37], [30, 35], [7, 4], [36, 10], [0, 37], [35, 37], [0, 11]]	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1]
415	[[6, 9], [5, 13], [31, 26], [2, 37], [12, 17], [15, 28], [10, 31], [10, 23], [36, 8], [22, 29], [35, 35], [8, 28], [12, 26], [10, 13], [6, 36], [5, 24], [13, 12], [19, 27], [6, 17], [10, 34], [10, 10], [13, 9], [5, 7], [0, 13], [16, 24], [5, 4], [29, 29], [36, 21], [32, 35], [36, 38]]	[[36, 22], [6, 37], [31, 35], [6, 4], [36, 9], [1, 37], [35, 36], [0, 12]]	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1]
416	[[6, 10], [6, 13], [30, 26], [3, 37], [12, 18], [15, 29], [11, 31], [10, 24], [36, 7], [23, 29], [36, 35], [8, 27], [13, 26], [9, 13], [7, 36], [6, 24], [14, 12], [18, 27], [7, 17], [11, 34], [9, 10], [13, 8], [4, 7], [0, 14], [16, 23], [4, 4], [28, 29], [36, 20], [32, 34], [36, 38]]	[[36, 21], [6, 36], [32, 35], [5, 4], [36, 8], [2, 37], [35, 35], [0, 13]]	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1]
417	[[6, 9], [5, 13], [29, 26], [4, 37], [13, 18], [16, 29], [10, 31], [11, 24], [36, 6], [22, 29], [37, 35], [7, 27], [13, 25], [10, 13], [8, 36], [6, 23], [13, 12], [19, 27], [7, 18], [12, 34], [10, 10], [13, 9], [5, 7], [0, 15], [16, 24], [3, 4], [28, 30], [36, 19], [32, 33], [36, 38]]	[[36, 20], [7, 36], [32, 34], [4, 4], [36, 7], [3, 37], [36, 35], [0, 14]]	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1]
418	[[6, 10], [6, 13], [30, 26], [4, 36], [12, 18], [15, 29], [9, 31], [10, 24], [36, 5], [23, 29], [37, 34], [8, 27], [14, 25], [10, 14], [9, 36], [5, 23], [14, 12], [19, 26], [7, 17], [13, 34], [9, 10], [12, 9], [6, 7], [0, 16], [17, 24], [2, 4], [28, 29], [36, 18], [32, 32], [36, 38]]	[[36, 19], [8, 36], [32, 33], [3, 4], [36, 6], [4, 37], [37, 35], [0, 15]]	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1]
419	[[5, 10], [5, 13], [29, 26], [4, 35], [12, 19], [15, 30], [10, 31], [11, 24], [36, 4], [22, 29], [37, 33], [7, 27], [13, 25], [9, 14], [10, 36], [4, 23], [15, 12], [20, 26], [7, 16], [13, 33], [9, 11], [12, 8], [5, 7], [0, 17], [17, 23], [1, 4], [27, 29], [36, 17], [32, 31], [36, 38]]	[[36, 18], [9, 36], [32, 32], [2, 4], [36, 5], [4, 36], [37, 34], [0, 16]]	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1]
420	[[4, 10], [5, 12], [28, 26], [4, 34], [11, 19], [14, 30], [9, 31], [10, 24], [36, 3], [23, 29], [37, 32], [6, 27], [14, 25], [10, 14], [10, 35], [5, 23], [14, 12], [19, 26], [6, 16], [14, 33], [9, 10], [13, 8], [4, 7], [0, 18], [17, 22], [1, 5], [27, 30], [36, 16], [33, 31], [36, 38]]	[[36, 17], [10, 36], [32, 31], [1, 4], [36, 4], [4, 35], [37, 33], [0, 17]]	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1]
421	[[5, 10], [6, 12], [27, 26], [5, 34], [10, 19], [13, 30], [10, 31], [9, 24], [35, 3], [23, 28], [37, 31], [7, 27], [13, 25], [10, 15], [11, 35], [4, 23], [14, 13], [19, 27], [5, 16], [15, 33], [9, 11], [12, 8], [5, 7], [0, 19], [16, 22], [1, 6], [26, 30], [36, 15], [34, 31], [36, 38]]	[[36, 16], [10, 35], [33, 31], [1, 5], [36, 3], [4, 34], [37, 32], [0, 18]]	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1]
422	[[6, 10], [6, 13], [28, 26], [5, 33], [9, 19], [13, 29], [9, 31], [9, 23], [34, 3], [22, 28], [37, 30], [6, 27], [12, 25], [9, 15], [12, 35], [5, 23], [13, 13], [18, 27], [6, 16], [16, 33], [10, 11], [11, 8], [5, 8], [1, 19], [16, 23], [1, 7], [27, 30], [36, 14], [34, 30], [36, 38]]	[[36, 15], [11, 35], [34, 31], [1, 6], [35, 3], [5, 34], [37, 31], [0, 19]]	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1]
423	[[6, 11], [5, 13], [27, 26], [6, 33], [9, 20], [14, 29], [10, 31], [8, 23], [33, 3], [23, 28], [37, 29], [7, 27], [13, 25], [9, 14], [13, 35], [6, 23], [14, 13], [17, 27], [5, 16], [17, 33], [9, 11], [10, 8], [5, 7], [2, 19], [15, 23], [1, 8], [26, 30], [36, 13], [34, 29], [36, 38]]	[[36, 14], [12, 35], [34, 30], [1, 7], [34, 3], [5, 33], [37, 30], [1, 19]]	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1]
424	[[7, 11], [4, 13], [28, 26], [7, 33], [10, 20], [14, 30], [11, 31], [9, 23], [32, 3], [22, 28], [37, 28], [6, 27], [12, 25], [10, 14], [14, 35], [5, 23], [13, 13], [17, 28], [6, 16], [18, 33], [10, 11], [11, 8], [5, 6], [3, 19], [15, 22], [1, 9], [27, 30], [36, 12], [34, 28], [36, 38]]	[[36, 13], [13, 35], [34, 29], [1, 8], [33, 3], [6, 33], [37, 29], [2, 19]]	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1]
425	[[7, 10], [5, 13], [28, 25], [8, 33], [11, 20], [15, 30], [12, 31], [8, 23], [31, 3], [23, 28], [37, 27], [7, 27], [11, 25], [10, 15], [15, 35], [5, 24], [14, 13], [16, 28], [7, 16], [18, 32], [9, 11], [12, 8], [5, 7], [4, 19], [14, 22], [1, 10], [26, 30], [36, 11], [34, 27], [36, 38]]	[[36, 12], [14, 35], [34, 28], [1, 9], [32, 3], [7, 33], [37, 28], [3, 19]]	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1]
426	[[6, 10], [5, 14], [27, 25], [9, 33], [12, 20], [14, 30], [13, 31], [8, 22], [30, 3], [22, 28], [37, 26], [8, 27], [11, 24], [10, 16], [16, 35], [5, 25], [13, 13], [15, 28], [8, 16], [19, 32], [10, 11], [11, 8], [6, 7], [5, 19], [14, 23], [1, 11], [27, 30], [36, 10], [34, 26], [36, 38]]	[[36, 11], [15, 35], [34, 27], [1, 10], [31, 3], [8, 33], [37, 27], [4, 19]]	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1]
427	[[6, 9], [5, 13], [26, 25], [10, 33], [12, 21], [15, 30], [13, 32], [8, 23], [29, 3], [23, 28], [37, 25], [8, 28], [11, 25], [10, 17], [17, 35], [4, 25], [13, 14], [16, 28], [8, 15], [20, 32], [9, 11], [10, 8], [5, 7], [6, 19], [15, 23], [1, 12], [26, 30], [36, 9], [34, 25], [36, 38]]	[[36, 10], [16, 35], [34, 26], [1, 11], [30, 3], [9, 33], [37, 26], [5, 19]]	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1]
428	[[6, 10], [6, 13], [27, 25], [11, 33], [12, 22], [14, 30], [14, 32], [9, 23], [28, 3], [22, 28], [37, 24], [7, 28], [12, 25], [10, 18], [18, 35], [5, 25], [12, 14], [15, 28], [8, 14], [21, 32], [9, 12], [11, 8], [5, 6], [7, 19], [15, 24], [1, 13], [26, 31], [36, 8], [34, 24], [36, 38]]	[[36, 9], [17, 35], [34, 25], [1, 12], [29, 3], [10, 33], [37, 25], [6, 19]]	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1]
429	[[6, 9], [5, 13], [26, 25], [12, 33], [11, 22], [14, 29], [15, 32], [9, 24], [27, 3], [23, 28], [37, 23], [8, 28], [11, 25], [11, 18], [18, 34], [4, 25], [13, 14], [16, 28], [8, 15], [22, 32], [10, 12], [10, 8], [4, 6], [7, 18], [16, 24], [1, 14], [25, 31], [36, 7], [34, 23], [36, 38]]	[[36, 8], [18, 35], [34, 24], [1, 13], [28, 3], [11, 33], [37, 24], [7, 19]]	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1]
430	[[7, 9], [5, 12], [27, 25], [13, 33], [12, 22], [14, 28], [16, 32], [8, 24], [26, 3], [23, 27], [37, 22], [8, 27], [12, 25], [12, 18], [19, 34], [5, 25], [14, 14], [16, 27], [9, 15], [22, 31], [9, 12], [9, 8], [5, 6], [8, 18], [15, 24], [1, 15], [26, 31], [36, 6], [34, 22], [36, 38]]	[[36, 7], [18, 34], [34, 23], [1, 14], [27, 3], [12, 33], [37, 23], [7, 18]]	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1]
431	[[7, 10], [6, 12], [28, 25], [13, 32], [13, 22], [14, 27], [16, 31], [8, 23], [25, 3], [24, 27], [37, 21], [9, 27], [12, 26], [13, 18], [20, 34], [4, 25], [13, 14], [17, 27], [9, 14], [22, 30], [10, 12], [10, 8], [5, 5], [9, 18], [15, 23], [1, 16], [27, 31], [36, 5], [34, 21], [36, 38]]	[[36, 6], [19, 34], [34, 22], [1, 15], [26, 3], [13, 33], [37, 22], [8, 18]]	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1]
432	[[6, 10], [5, 12], [29, 25], [13, 31], [14, 22], [13, 27], [17, 31], [8, 24], [24, 3], [25, 27], [37, 20], [8, 27], [12, 25], [14, 18], [21, 34], [5, 25], [14, 14], [18, 27], [9, 13], [21, 30], [11, 12], [9, 8], [4, 5], [10, 18], [16, 23], [1, 17], [28, 31], [36, 4], [34, 20], [36, 38]]	[[36, 5], [20, 34], [34, 21], [1, 16], [25, 3], [13, 32], [37, 21], [9, 18]]	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1]
433	[[7, 10], [4, 12], [28, 25], [14, 31], [15, 22], [14, 27], [18, 31], [8, 23], [23, 3], [26, 27], [37, 19], [9, 27], [11, 25], [15, 18], [22, 34], [4, 25], [15, 14], [17, 27], [9, 12], [21, 29], [12, 12], [8, 8], [4, 4], [11, 18], [16, 24], [1, 18], [27, 31], [36, 3], [34, 19], [36, 38]]	[[36, 4], [21, 34], [34, 20], [1, 17], [24, 3], [13, 31], [37, 20], [10, 18]]	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1]
434	[[6, 10], [5, 12], [29, 25], [15, 31], [15, 23], [14, 26], [19, 31], [7, 23], [22, 3], [25, 27], [37, 18], [8, 27], [12, 25], [16, 18], [23, 34], [5, 25], [16, 14], [18, 27], [9, 13], [21, 28], [13, 12], [7, 8], [4, 5], [12, 18], [17, 24], [1, 19], [27, 32], [35, 3], [34, 18], [36, 38]]	[[36, 3], [22, 34], [34, 19], [1, 18], [23, 3], [14, 31], [37, 19], [11, 18]]	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1]
435	[[5, 10], [4, 12], [30, 25], [16, 31], [16, 23], [15, 26], [20, 31], [8, 23], [21, 3], [24, 27], [37, 17], [9, 27], [11, 25], [17, 18], [24, 34], [4, 25], [17, 14], [17, 27], [8, 13], [21, 29], [12, 12], [7, 7], [4, 4], [13, 18], [18, 24], [1, 20], [28, 32], [34, 3], [34, 17], [36, 38]]	[[35, 3], [23, 34], [34, 18], [1, 19], [22, 3], [15, 31], [37, 18], [12, 18]]	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1]
