timestep	evaders	pursuers	evader_capture_status
262	[[29, 17], [31, 32], [19, 34], [34, 35], [4, 15], [35, 33], [35, 14], [2, 6], [24, 34], [34, 30], [34, 9], [36, 11], [36, 3], [15, 28], [6, 34], [36, 2], [35, 5], [36, 6], [36, 4], [35, 3], [35, 5], [6, 5], [3, 29], [32, 9], [32, 5], [36, 4], [36, 5], [36, 6], [36, 30], [27, 30]]	[[36, 4], [30, 32], [2, 5], [4, 14], [35, 15], [28, 30], [4, 4], [36, 12]]	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
263	[[29, 18], [32, 32], [20, 34], [34, 34], [4, 16], [35, 32], [35, 13], [3, 6], [24, 35], [34, 29], [33, 9], [36, 10], [36, 2], [14, 28], [6, 33], [36, 2], [35, 5], [36, 6], [36, 4], [35, 3], [35, 5], [6, 5], [3, 29], [32, 9], [32, 5], [36, 4], [36, 5], [36, 6], [36, 30], [27, 30]]	[[36, 3], [31, 32], [2, 6], [4, 15], [35, 14], [29, 30], [4, 5], [36, 11]]	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
264	[[28, 18], [33, 32], [20, 33], [35, 34], [4, 17], [34, 32], [34, 13], [4, 6], [24, 34], [34, 28], [33, 8], [36, 9], [35, 2], [14, 29], [6, 34], [36, 2], [35, 5], [36, 6], [36, 4], [35, 3], [35, 5], [6, 5], [3, 29], [32, 9], [32, 5], [36, 4], [36, 5], [36, 6], [36, 30], [27, 30]]	[[36, 2], [32, 32], [3, 6], [4, 16], [35, 13], [30, 30], [3, 5], [36, 10]]	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
265	[[28, 19], [33, 31], [20, 32], [35, 35], [4, 18], [35, 32], [33, 13], [5, 6], [23, 34], [35, 28], [32, 8], [36, 8], [35, 3], [15, 29], [6, 35], [36, 2], [35, 5], [36, 6], [36, 4], [35, 3], [35, 5], [6, 5], [3, 29], [32, 9], [32, 5], [36, 4], [36, 5], [36, 6], [36, 30], [27, 30]]	[[35, 2], [33, 32], [4, 6], [4, 17], [34, 13], [31, 30], [4, 5], [36, 9]]	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
266	[[28, 20], [33, 30], [20, 33], [35, 34], [4, 19], [36, 32], [32, 13], [6, 6], [24, 34], [35, 27], [32, 7], [36, 7], [35, 4], [15, 30], [6, 34], [36, 2], [35, 5], [36, 6], [36, 4], [35, 3], [35, 5], [6, 5], [3, 29], [32, 9], [32, 5], [36, 4], [36, 5], [36, 6], [36, 30], [27, 30]]	[[35, 3], [33, 31], [5, 6], [4, 18], [33, 13], [32, 30], [5, 5], [36, 8]]	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
267	[[28, 21], [34, 30], [20, 34], [35, 33], [4, 20], [36, 31], [31, 13], [7, 6], [25, 34], [35, 26], [31, 7], [36, 6], [35, 5], [14, 30], [6, 35], [36, 2], [35, 5], [36, 6], [36, 4], [35, 3], [35, 5], [6, 5], [3, 29], [32, 9], [32, 5], [36, 4], [36, 5], [36, 6], [36, 30], [27, 30]]	[[35, 4], [33, 32], [6, 6], [4, 19], [32, 13], [33, 30], [6, 5], [36, 7]]	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
268	[[28, 22], [34, 29], [21, 34], [36, 33], [4, 21], [36, 30], [30, 13], [8, 6], [25, 35], [34, 26], [30, 7], [37, 6], [34, 5], [14, 31], [6, 34], [36, 2], [35, 5], [36, 6], [36, 4], [35, 3], [35, 5], [6, 5], [3, 29], [32, 9], [32, 5], [36, 4], [36, 5], [36, 6], [36, 30], [27, 30]]	[[35, 5], [34, 32], [7, 6], [4, 20], [31, 13], [34, 30], [7, 5], [36, 6]]	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
269	[[27, 22], [34, 28], [21, 33], [36, 32], [4, 22], [36, 29], [29, 13], [9, 6], [25, 34], [34, 25], [29, 7], [33, 5], [14, 32], [5, 34], [36, 2], [35, 5], [36, 6], [36, 4], [35, 3], [35, 5], [6, 5], [3, 29], [32, 9], [32, 5], [36, 4], [36, 5], [36, 6], [36, 30], [27, 30], [36, 6]]	[[34, 5], [35, 32], [8, 6], [4, 21], [30, 13], [34, 29], [8, 5], [37, 6]]	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
270	[[27, 23], [34, 27], [21, 32], [36, 31], [4, 23], [36, 28], [28, 13], [10, 6], [25, 35], [35, 25], [28, 7], [32, 5], [15, 32], [5, 35], [36, 2], [35, 5], [36, 6], [36, 4], [35, 3], [35, 5], [6, 5], [3, 29], [32, 9], [32, 5], [36, 4], [36, 5], [36, 6], [36, 30], [27, 30], [36, 6]]	[[33, 5], [36, 32], [9, 6], [4, 22], [29, 13], [34, 28], [9, 5], [36, 6]]	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
271	[[26, 23], [34, 26], [21, 33], [36, 30], [4, 24], [36, 27], [27, 13], [11, 6], [25, 34], [35, 24], [27, 7], [31, 5], [15, 33], [5, 34], [36, 2], [35, 5], [36, 6], [36, 4], [35, 3], [35, 5], [6, 5], [3, 29], [32, 9], [32, 5], [36, 4], [36, 5], [36, 6], [36, 30], [27, 30], [36, 6]]	[[32, 5], [36, 31], [10, 6], [4, 23], [28, 13], [34, 27], [10, 5], [36, 5]]	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
272	[[25, 23], [34, 25], [22, 33], [36, 29], [4, 25], [37, 27], [26, 13], [12, 6], [26, 34], [35, 23], [26, 7], [30, 5], [15, 34], [4, 34], [36, 2], [35, 5], [36, 6], [36, 4], [35, 3], [35, 5], [6, 5], [3, 29], [32, 9], [32, 5], [36, 4], [36, 5], [36, 6], [36, 30], [27, 30], [36, 6]]	[[31, 5], [36, 30], [11, 6], [4, 24], [27, 13], [34, 26], [10, 6], [35, 5]]	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
273	[[25, 24], [34, 24], [21, 33], [36, 28], [4, 26], [36, 27], [25, 13], [13, 6], [25, 34], [35, 22], [26, 8], [29, 5], [14, 34], [5, 34], [36, 2], [35, 5], [36, 6], [36, 4], [35, 3], [35, 5], [6, 5], [3, 29], [32, 9], [32, 5], [36, 4], [36, 5], [36, 6], [36, 30], [27, 30], [36, 6]]	[[30, 5], [36, 29], [12, 6], [4, 25], [26, 13], [34, 25], [10, 6], [34, 5]]	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
274	[[25, 25], [34, 23], [21, 32], [35, 28], [4, 27], [36, 26], [24, 13], [14, 6], [24, 34], [35, 21], [25, 8], [28, 5], [13, 34], [5, 35], [36, 2], [35, 5], [36, 6], [36, 4], [35, 3], [35, 5], [6, 5], [3, 29], [32, 9], [32, 5], [36, 4], [36, 5], [36, 6], [36, 30], [27, 30], [36, 6]]	[[29, 5], [36, 28], [13, 6], [4, 26], [25, 13], [34, 24], [10, 5], [33, 5]]	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
275	[[24, 25], [35, 23], [20, 32], [34, 28], [4, 28], [36, 25], [23, 13], [15, 6], [24, 33], [35, 20], [25, 9], [27, 5], [12, 34], [5, 34], [36, 2], [35, 5], [36, 6], [36, 4], [35, 3], [35, 5], [6, 5], [3, 29], [32, 9], [32, 5], [36, 4], [36, 5], [36, 6], [36, 30], [27, 30], [36, 6]]	[[28, 5], [35, 28], [14, 6], [4, 27], [24, 13], [34, 23], [11, 5], [33, 6]]	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
276	[[24, 26], [35, 22], [19, 32], [33, 28], [4, 29], [36, 24], [22, 13], [16, 6], [24, 32], [35, 19], [24, 9], [26, 5], [11, 34], [5, 33], [36, 2], [35, 5], [36, 6], [36, 4], [35, 3], [35, 5], [6, 5], [3, 29], [32, 9], [32, 5], [36, 4], [36, 5], [36, 6], [36, 30], [27, 30], [36, 6]]	[[27, 5], [34, 28], [15, 6], [4, 28], [23, 13], [35, 23], [12, 5], [34, 6]]	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
277	[[24, 27], [35, 21], [20, 32], [32, 28], [4, 30], [37, 24], [21, 13], [17, 6], [23, 32], [35, 18], [24, 10], [25, 5], [10, 34], [6, 33], [36, 2], [35, 5], [36, 6], [36, 4], [35, 3], [35, 5], [6, 5], [3, 29], [32, 9], [32, 5], [36, 4], [36, 5], [36, 6], [36, 30], [27, 30], [36, 6]]	[[26, 5], [33, 28], [16, 6], [4, 29], [22, 13], [35, 22], [13, 5], [34, 7]]	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
278	[[24, 28], [35, 20], [20, 33], [31, 28], [5, 30], [36, 24], [20, 13], [18, 6], [24, 32], [35, 17], [25, 10], [24, 5], [9, 34], [6, 34], [36, 2], [35, 5], [36, 6], [36, 4], [35, 3], [35, 5], [6, 5], [3, 29], [32, 9], [32, 5], [36, 4], [36, 5], [36, 6], [36, 30], [27, 30], [36, 6]]	[[25, 5], [32, 28], [17, 6], [4, 30], [21, 13], [35, 21], [13, 4], [35, 7]]	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
279	[[23, 28], [35, 19], [19, 33], [30, 28], [6, 30], [35, 24], [19, 13], [19, 6], [25, 32], [35, 16], [26, 10], [23, 5], [8, 34], [6, 35], [36, 2], [35, 5], [36, 6], [36, 4], [35, 3], [35, 5], [6, 5], [3, 29], [32, 9], [32, 5], [36, 4], [36, 5], [36, 6], [36, 30], [27, 30], [36, 6]]	[[24, 5], [31, 28], [18, 6], [5, 30], [20, 13], [35, 20], [12, 4], [34, 7]]	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
280	[[23, 27], [35, 18], [18, 33], [29, 28], [7, 30], [34, 24], [18, 13], [20, 6], [26, 32], [35, 15], [27, 10], [22, 5], [9, 34], [6, 34], [36, 2], [35, 5], [36, 6], [36, 4], [35, 3], [35, 5], [6, 5], [3, 29], [32, 9], [32, 5], [36, 4], [36, 5], [36, 6], [36, 30], [27, 30], [36, 6]]	[[23, 5], [30, 28], [19, 6], [6, 30], [19, 13], [35, 19], [12, 5], [34, 8]]	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
281	[[24, 27], [35, 17], [18, 34], [28, 28], [8, 30], [34, 25], [17, 13], [21, 6], [27, 32], [35, 14], [28, 10], [21, 5], [10, 34], [6, 35], [36, 2], [35, 5], [36, 6], [36, 4], [35, 3], [35, 5], [6, 5], [3, 29], [32, 9], [32, 5], [36, 4], [36, 5], [36, 6], [36, 30], [27, 30], [36, 6]]	[[22, 5], [29, 28], [20, 6], [7, 30], [18, 13], [35, 18], [12, 6], [34, 9]]	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
282	[[23, 27], [35, 16], [18, 34], [27, 28], [9, 30], [34, 24], [16, 13], [21, 7], [28, 32], [35, 13], [29, 10], [21, 4], [11, 34], [6, 34], [36, 2], [35, 5], [36, 6], [36, 4], [35, 3], [35, 5], [6, 5], [3, 29], [32, 9], [32, 5], [36, 4], [36, 5], [36, 6], [36, 30], [27, 30], [36, 6]]	[[21, 5], [28, 28], [21, 6], [8, 30], [17, 13], [35, 17], [12, 7], [34, 10]]	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
283	[[22, 27], [35, 15], [18, 35], [26, 28], [10, 30], [33, 24], [15, 13], [21, 8], [28, 33], [34, 13], [28, 10], [22, 4], [12, 34], [6, 35], [36, 2], [35, 5], [36, 6], [36, 4], [35, 3], [35, 5], [6, 5], [3, 29], [32, 9], [32, 5], [36, 4], [36, 5], [36, 6], [36, 30], [27, 30], [36, 6]]	[[21, 4], [27, 28], [21, 7], [9, 30], [16, 13], [35, 16], [13, 7], [33, 10]]	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
284	[[21, 27], [35, 14], [18, 34], [25, 28], [11, 30], [33, 25], [14, 13], [21, 9], [29, 33], [33, 13], [27, 10], [23, 4], [13, 34], [6, 34], [36, 2], [35, 5], [36, 6], [36, 4], [35, 3], [35, 5], [6, 5], [3, 29], [32, 9], [32, 5], [36, 4], [36, 5], [36, 6], [36, 30], [27, 30], [36, 6]]	[[22, 4], [26, 28], [21, 8], [10, 30], [15, 13], [35, 15], [13, 8], [33, 11]]	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
285	[[21, 26], [35, 13], [18, 35], [24, 28], [12, 30], [33, 26], [13, 13], [21, 10], [28, 33], [32, 13], [27, 11], [24, 4], [14, 34], [6, 35], [36, 2], [35, 5], [36, 6], [36, 4], [35, 3], [35, 5], [6, 5], [3, 29], [32, 9], [32, 5], [36, 4], [36, 5], [36, 6], [36, 30], [27, 30], [36, 6]]	[[23, 4], [25, 28], [21, 9], [11, 30], [14, 13], [35, 14], [13, 9], [33, 12]]	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
286	[[21, 25], [35, 12], [18, 34], [23, 28], [13, 30], [33, 25], [12, 13], [21, 11], [29, 33], [31, 13], [28, 11], [25, 4], [15, 34], [6, 34], [36, 2], [35, 5], [36, 6], [36, 4], [35, 3], [35, 5], [6, 5], [3, 29], [32, 9], [32, 5], [36, 4], [36, 5], [36, 6], [36, 30], [27, 30], [36, 6]]	[[24, 4], [24, 28], [21, 10], [12, 30], [13, 13], [35, 13], [14, 9], [34, 12]]	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
287	[[20, 25], [35, 11], [17, 34], [22, 28], [14, 30], [33, 26], [11, 13], [21, 12], [30, 33], [30, 13], [27, 11], [26, 4], [16, 34], [7, 34], [36, 2], [35, 5], [36, 6], [36, 4], [35, 3], [35, 5], [6, 5], [3, 29], [32, 9], [32, 5], [36, 4], [36, 5], [36, 6], [36, 30], [27, 30], [36, 6]]	[[25, 4], [23, 28], [21, 11], [13, 30], [12, 13], [36, 13], [13, 9], [35, 12]]	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
288	[[19, 25], [35, 10], [18, 34], [21, 28], [15, 30], [33, 25], [10, 13], [21, 13], [30, 32], [29, 13], [27, 10], [27, 4], [15, 34], [8, 34], [36, 2], [35, 5], [36, 6], [36, 4], [35, 3], [35, 5], [6, 5], [3, 29], [32, 9], [32, 5], [36, 4], [36, 5], [36, 6], [36, 30], [27, 30], [36, 6]]	[[26, 4], [22, 28], [21, 12], [14, 30], [11, 13], [37, 13], [12, 9], [35, 11]]	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
289	[[19, 26], [35, 9], [17, 34], [20, 28], [16, 30], [32, 25], [9, 13], [21, 14], [30, 33], [30, 13], [28, 10], [28, 4], [16, 34], [7, 34], [36, 2], [35, 5], [36, 6], [36, 4], [35, 3], [35, 5], [6, 5], [3, 29], [32, 9], [32, 5], [36, 4], [36, 5], [36, 6], [36, 30], [27, 30], [36, 6]]	[[27, 4], [21, 28], [21, 13], [15, 30], [10, 13], [37, 12], [12, 8], [35, 10]]	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
290	[[18, 26], [35, 8], [18, 34], [19, 28], [17, 30], [32, 24], [8, 13], [21, 15], [30, 32], [29, 13], [29, 10], [29, 4], [15, 34], [6, 34], [36, 2], [35, 5], [36, 6], [36, 4], [35, 3], [35, 5], [6, 5], [3, 29], [32, 9], [32, 5], [36, 4], [36, 5], [36, 6], [36, 30], [27, 30], [36, 6]]	[[28, 4], [20, 28], [21, 14], [16, 30], [9, 13], [36, 12], [13, 8], [35, 9]]	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
291	[[17, 26], [35, 7], [19, 34], [18, 28], [18, 30], [33, 24], [7, 13], [21, 16], [29, 32], [30, 13], [30, 10], [30, 4], [14, 34], [5, 34], [36, 2], [35, 5], [36, 6], [36, 4], [35, 3], [35, 5], [6, 5], [3, 29], [32, 9], [32, 5], [36, 4], [36, 5], [36, 6], [36, 30], [27, 30], [36, 6]]	[[29, 4], [19, 28], [21, 15], [17, 30], [8, 13], [36, 11], [12, 8], [35, 8]]	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
292	[[17, 25], [35, 6], [19, 35], [18, 27], [19, 30], [33, 25], [6, 13], [21, 17], [29, 33], [30, 12], [30, 11], [31, 4], [14, 35], [4, 34], [36, 2], [35, 5], [36, 6], [36, 4], [35, 3], [35, 5], [6, 5], [3, 29], [32, 9], [32, 5], [36, 4], [36, 5], [36, 6], [36, 30], [27, 30], [36, 6]]	[[30, 4], [18, 28], [21, 16], [18, 30], [7, 13], [36, 10], [11, 8], [35, 7]]	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
293	[[17, 24], [35, 5], [19, 34], [18, 26], [20, 30], [33, 26], [5, 13], [21, 18], [28, 33], [29, 12], [29, 11], [32, 4], [14, 34], [5, 34], [36, 2], [35, 5], [36, 6], [36, 4], [35, 3], [35, 5], [6, 5], [3, 29], [32, 9], [32, 5], [36, 4], [36, 5], [36, 6], [36, 30], [27, 30], [36, 6]]	[[31, 4], [18, 27], [21, 17], [19, 30], [6, 13], [36, 9], [10, 8], [35, 6]]	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
294	[[17, 23], [35, 4], [18, 34], [18, 25], [21, 30], [32, 26], [4, 13], [21, 19], [28, 34], [29, 13], [29, 10], [32, 5], [14, 35], [5, 35], [36, 2], [35, 5], [36, 6], [36, 4], [35, 3], [35, 5], [6, 5], [3, 29], [32, 9], [32, 5], [36, 4], [36, 5], [36, 6], [36, 30], [27, 30], [36, 6]]	[[32, 4], [18, 26], [21, 18], [20, 30], [5, 13], [36, 8], [9, 8], [35, 5]]	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
295	[[17, 22], [35, 3], [18, 35], [18, 24], [22, 30], [33, 26], [3, 13], [21, 20], [28, 35], [29, 14], [30, 10], [31, 5], [14, 34], [5, 34], [36, 2], [35, 5], [36, 6], [36, 4], [35, 3], [35, 5], [6, 5], [3, 29], [32, 9], [32, 5], [36, 4], [36, 5], [36, 6], [36, 30], [27, 30], [36, 6]]	[[32, 5], [18, 25], [21, 19], [21, 30], [4, 13], [36, 7], [8, 8], [35, 4]]	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
296	[[16, 22], [36, 3], [18, 34], [18, 23], [23, 30], [33, 27], [2, 13], [21, 21], [28, 34], [29, 15], [30, 11], [30, 5], [13, 34], [5, 35], [36, 2], [35, 5], [36, 6], [36, 4], [35, 3], [35, 5], [6, 5], [3, 29], [32, 9], [32, 5], [36, 4], [36, 5], [36, 6], [36, 30], [27, 30], [36, 6]]	[[31, 5], [18, 24], [21, 20], [22, 30], [3, 13], [36, 6], [7, 8], [35, 3]]	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
297	[[15, 22], [37, 3], [18, 35], [19, 23], [24, 30], [32, 27], [22, 21], [27, 34], [28, 15], [29, 11], [29, 5], [13, 35], [5, 34], [36, 2], [35, 5], [36, 6], [36, 4], [35, 3], [35, 5], [6, 5], [3, 29], [32, 9], [32, 5], [36, 4], [36, 5], [36, 6], [36, 30], [27, 30], [36, 6], [3, 13]]	[[30, 5], [18, 23], [21, 21], [23, 30], [2, 13], [36, 5], [6, 8], [36, 3]]	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
298	[[15, 21], [37, 2], [18, 34], [20, 23], [25, 30], [31, 27], [23, 21], [28, 34], [27, 15], [29, 12], [28, 5], [13, 34], [4, 34], [36, 2], [35, 5], [36, 6], [36, 4], [35, 3], [35, 5], [6, 5], [3, 29], [32, 9], [32, 5], [36, 4], [36, 5], [36, 6], [36, 30], [27, 30], [36, 6], [3, 13]]	[[29, 5], [19, 23], [22, 21], [24, 30], [2, 14], [35, 5], [6, 7], [37, 3]]	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
299	[[16, 21], [36, 2], [17, 34], [21, 23], [26, 30], [31, 26], [24, 21], [28, 35], [26, 15], [30, 12], [27, 5], [13, 35], [4, 35], [36, 2], [35, 5], [36, 6], [36, 4], [35, 3], [35, 5], [6, 5], [3, 29], [32, 9], [32, 5], [36, 4], [36, 5], [36, 6], [36, 30], [27, 30], [36, 6], [3, 13]]	[[28, 5], [20, 23], [23, 21], [25, 30], [2, 15], [35, 4], [6, 8], [37, 2]]	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
300	[[17, 21], [35, 2], [16, 34], [22, 23], [27, 30], [31, 27], [25, 21], [28, 34], [25, 15], [31, 12], [26, 5], [13, 34], [5, 35], [36, 2], [35, 5], [36, 6], [36, 4], [35, 3], [35, 5], [6, 5], [3, 29], [32, 9], [32, 5], [36, 4], [36, 5], [36, 6], [36, 30], [27, 30], [36, 6], [3, 13]]	[[27, 5], [21, 23], [24, 21], [26, 30], [3, 15], [35, 3], [7, 8], [36, 2]]	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
301	[[18, 21], [35, 3], [15, 34], [23, 23], [28, 30], [31, 26], [26, 21], [29, 34], [24, 15], [30, 12], [25, 5], [12, 34], [5, 34], [36, 2], [35, 5], [36, 6], [36, 4], [35, 3], [35, 5], [6, 5], [3, 29], [32, 9], [32, 5], [36, 4], [36, 5], [36, 6], [36, 30], [27, 30], [36, 6], [3, 13]]	[[26, 5], [22, 23], [25, 21], [27, 30], [4, 15], [34, 3], [7, 9], [35, 2]]	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
302	[[19, 21], [36, 3], [16, 34], [24, 23], [29, 30], [31, 25], [27, 21], [30, 34], [24, 14], [30, 13], [24, 5], [11, 34], [4, 34], [36, 2], [35, 5], [36, 6], [36, 4], [35, 3], [35, 5], [6, 5], [3, 29], [32, 9], [32, 5], [36, 4], [36, 5], [36, 6], [36, 30], [27, 30], [36, 6], [3, 13]]	[[25, 5], [23, 23], [26, 21], [28, 30], [5, 15], [34, 4], [7, 10], [35, 3]]	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
303	[[20, 21], [37, 3], [16, 35], [25, 23], [30, 30], [32, 25], [28, 21], [31, 34], [24, 15], [30, 14], [23, 5], [11, 35], [5, 34], [36, 2], [35, 5], [36, 6], [36, 4], [35, 3], [35, 5], [6, 5], [3, 29], [32, 9], [32, 5], [36, 4], [36, 5], [36, 6], [36, 30], [27, 30], [36, 6], [3, 13]]	[[24, 5], [24, 23], [27, 21], [29, 30], [6, 15], [34, 5], [8, 10], [36, 3]]	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
